date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
23:04:09	4724/4724	---M-Z	200	added ('OK')	application/javascript	etag:%225eb03ebd-1274%22	http://cdnjs.cloudflare.com/ajax/libs/jQuery-slimScroll/1.3.8/jquery.slimscroll.min.js	D:/www.thevistalogos.com/cdnjs.cloudflare.com/ajax/libs/jQuery-slimScroll/1.3.8/jquery.slimscroll.min.js	(from https://thevistalogos.com/)
23:04:10	167/167	---M--	301	error ('Moved%20Permanently')	text/html	date:Tue,%2021%20May%202024%2018:04:10%20GMT	http://unpkg.com/imagesloaded@4/imagesloaded.pkgd.min.js	D:/www.thevistalogos.com/unpkg.com/imagesloaded@4/imagesloaded.pkgd.min.24.delayed	(from https://thevistalogos.com/)
23:04:10	19149/19149	---M-Z	200	added ('OK')	application/javascript	etag:%225eb03e1e-4acd%22	http://cdnjs.cloudflare.com/ajax/libs/bxslider/4.1.2/jquery.bxslider.min.js	D:/www.thevistalogos.com/cdnjs.cloudflare.com/ajax/libs/bxslider/4.1.2/jquery.bxslider.min.js	(from https://thevistalogos.com/)
23:04:11	66/66	---MC-	302	error ('Found')	text/plain	date:Tue,%2021%20May%202024%2018:04:11%20GMT	https://unpkg.com/imagesloaded@4/imagesloaded.pkgd.min.js	D:/www.thevistalogos.com/unpkg.com/imagesloaded@4/imagesloaded.pkgd.min.25.delayed	(from https://thevistalogos.com/)
23:04:11	68196/68196	---M-Z	200	added ('OK')	application/javascript	etag:%225eb03e58-10a64%22	http://cdnjs.cloudflare.com/ajax/libs/fancybox/3.5.6/jquery.fancybox.min.js	D:/www.thevistalogos.com/cdnjs.cloudflare.com/ajax/libs/fancybox/3.5.6/jquery.fancybox.min.js	(from https://thevistalogos.com/)
23:04:11	5594/5594	---MCZ	200	added ('OK')	application/javascript	etag:W/%2215da-bT4RF04iZo5p3yNuXEVCFo98v+w%22	https://unpkg.com/imagesloaded@4.1.4/imagesloaded.pkgd.min.js	D:/www.thevistalogos.com/unpkg.com/imagesloaded@4.1.4/imagesloaded.pkgd.min.js	(from https://thevistalogos.com/)
23:04:12	318499/318499	---M--	200	added ('OK')	application/javascript	etag:%224dc23-5d1290000823a%22	https://thevistalogos.com/assets/js/plugins.js	D:/www.thevistalogos.com/thevistalogos.com/assets/js/plugins.js	(from https://thevistalogos.com/)
23:04:14	17169/17169	---M--	200	added ('OK')	application/javascript	etag:%224311-5d129000062fa%22	https://thevistalogos.com/assets/js/custom.js	D:/www.thevistalogos.com/thevistalogos.com/assets/js/custom.js	(from https://thevistalogos.com/)
23:04:14	5537/5537	---M-Z	200	added ('OK')	application/javascript	etag:%22659946f7-88b%22	http://cdnjs.cloudflare.com/ajax/libs/toastr.js/latest/toastr.min.js	D:/www.thevistalogos.com/cdnjs.cloudflare.com/ajax/libs/toastr.js/latest/toastr.min.js	(from https://thevistalogos.com/)
23:04:14	1406/1406	---M--	200	added ('OK')	application/javascript	etag:%2257e-5d1290000823a%22	https://thevistalogos.com/assets/js/web-workers/backend/web-worker-backend.js	D:/www.thevistalogos.com/thevistalogos.com/assets/js/web-workers/backend/web-worker-backend.js	(from https://thevistalogos.com/)
23:04:14	641/641	---M--	200	added ('OK')	application/javascript	etag:%22281-5d129000062fa%22	https://thevistalogos.com/assets/js/lazyload-background.js	D:/www.thevistalogos.com/thevistalogos.com/assets/js/lazyload-background.js	(from https://thevistalogos.com/)
23:04:15	80625/80625	---M--	200	added ('OK')	application/javascript	etag:%2213af1-5d1290000823a%22	https://thevistalogos.com/assets/js/socketPackage/socket.io.js	D:/www.thevistalogos.com/thevistalogos.com/assets/js/socketPackage/socket.io.js	(from https://thevistalogos.com/)
23:04:16	1617/1617	---M--	200	added ('OK')	application/javascript	etag:%22651-5d1290000823a%22	https://thevistalogos.com/assets/js/socketPackage/socket.js	D:/www.thevistalogos.com/thevistalogos.com/assets/js/socketPackage/socket.js	(from https://thevistalogos.com/)
23:04:16	161/161	---M--	200	added ('OK')	application/javascript	etag:%22a1-5d1290000823a%22	https://thevistalogos.com/assets/js/socketPackage/online-offline.js	D:/www.thevistalogos.com/thevistalogos.com/assets/js/socketPackage/online-offline.js	(from https://thevistalogos.com/)
23:04:17	8581/8581	---M-Z	200	added ('OK')	image/gif	etag:%225eb03e1e-2185%22	http://cdnjs.cloudflare.com/ajax/libs/bxslider/4.2.15/images/bx_loader.gif	D:/www.thevistalogos.com/cdnjs.cloudflare.com/ajax/libs/bxslider/4.2.15/images/bx_loader.gif	(from http://cdnjs.cloudflare.com/ajax/libs/bxslider/4.2.15/jquery.bxslider.min.css)
23:04:17	10187/10187	---MCZ	200	added ('OK')	application/javascript	etag:W/%22c0053b411b753138af468db1bd3b19f3%22	https://static.zdassets.com/ekr/snippet.js?key=b28417f7-ce5b-4a45-9d04-6fa932fbcdc7	D:/www.thevistalogos.com/static.zdassets.com/ekr/snippetddb2.js	(from https://thevistalogos.com/)
23:04:17	1195/1195	---M-Z	200	added ('OK')	image/png	etag:%225eb03e1e-4ab%22	http://cdnjs.cloudflare.com/ajax/libs/bxslider/4.2.15/images/controls.png	D:/www.thevistalogos.com/cdnjs.cloudflare.com/ajax/libs/bxslider/4.2.15/images/controls.png	(from http://cdnjs.cloudflare.com/ajax/libs/bxslider/4.2.15/jquery.bxslider.min.css)
23:04:18	6609/6609	---MC-	404	error ('Not%20Found')	text/html	date:Tue,%2021%20May%202024%2018:04:18%20GMT	https://thevistalogos.com/assets/fonts/glyphicons-halflings-regular.eot	D:/www.thevistalogos.com/thevistalogos.com/assets/fonts/glyphicons-halflings-regular.eot	(from https://thevistalogos.com/assets/css/plugins.css)
23:04:18	6609/6609	---MC-	404	error ('Not%20Found')	text/html	date:Tue,%2021%20May%202024%2018:04:18%20GMT	https://thevistalogos.com/assets/fonts/glyphicons-halflings-regular.eot?	D:/www.thevistalogos.com/thevistalogos.com/assets/fonts/glyphicons-halflings-regulard41d.eot	(from https://thevistalogos.com/assets/css/plugins.css)
23:04:19	6609/6609	---MC-	404	error ('Not%20Found')	text/html	date:Tue,%2021%20May%202024%2018:04:19%20GMT	https://thevistalogos.com/assets/fonts/glyphicons-halflings-regular.woff2	D:/www.thevistalogos.com/thevistalogos.com/assets/fonts/glyphicons-halflings-regular.woff2	(from https://thevistalogos.com/assets/css/plugins.css)
23:04:19	6609/6609	---MC-	404	error ('Not%20Found')	text/html	date:Tue,%2021%20May%202024%2018:04:19%20GMT	https://thevistalogos.com/assets/fonts/glyphicons-halflings-regular.woff	D:/www.thevistalogos.com/thevistalogos.com/assets/fonts/glyphicons-halflings-regular.woff	(from https://thevistalogos.com/assets/css/plugins.css)
23:04:19	6609/6609	---MC-	404	error ('Not%20Found')	text/html	date:Tue,%2021%20May%202024%2018:04:19%20GMT	https://thevistalogos.com/assets/fonts/glyphicons-halflings-regular.ttf	D:/www.thevistalogos.com/thevistalogos.com/assets/fonts/glyphicons-halflings-regular.ttf	(from https://thevistalogos.com/assets/css/plugins.css)
23:04:20	6609/6609	---MC-	404	error ('Not%20Found')	text/html	date:Tue,%2021%20May%202024%2018:04:20%20GMT	https://thevistalogos.com/assets/fonts/glyphicons-halflings-regular.svg	D:/www.thevistalogos.com/thevistalogos.com/assets/fonts/glyphicons-halflings-regular.svg	(from https://thevistalogos.com/assets/css/plugins.css)
23:04:20	6609/6609	---MC-	404	error ('Not%20Found')	text/html	date:Tue,%2021%20May%202024%2018:04:20%20GMT	https://thevistalogos.com/assets/css/owl.video.play.png	D:/www.thevistalogos.com/thevistalogos.com/assets/css/owl.video.play.png	(from https://thevistalogos.com/assets/css/plugins.css)
23:04:21	111620/111620	---M--	200	added ('OK')	application/vnd.ms-fontobject	etag:%221b404-5d129000360a1%22	https://thevistalogos.com/assets/webfonts/fa-brands-400.eot	D:/www.thevistalogos.com/thevistalogos.com/assets/webfonts/fa-brands-400.eot	(from https://thevistalogos.com/assets/css/plugins.css)
23:04:21	111620/111620	---M--	200	added ('OK')	application/vnd.ms-fontobject	etag:%221b404-5d129000360a1%22	https://thevistalogos.com/assets/webfonts/fa-brands-400.eot?	D:/www.thevistalogos.com/thevistalogos.com/assets/webfonts/fa-brands-400d41d.eot	(from https://thevistalogos.com/assets/css/plugins.css)
23:04:21	61336/61336	---M--	200	added ('OK')	text/html	etag:%22ef98-5d12900037fe2%22	https://thevistalogos.com/assets/webfonts/fa-brands-400.woff2	D:/www.thevistalogos.com/thevistalogos.com/assets/webfonts/fa-brands-400.html	(from https://thevistalogos.com/assets/css/plugins.css)
23:04:22	71560/71560	---M--	200	added ('OK')	application/font-woff	etag:%2211788-5d12900037fe2%22	https://thevistalogos.com/assets/webfonts/fa-brands-400.woff	D:/www.thevistalogos.com/thevistalogos.com/assets/webfonts/fa-brands-400.woff	(from https://thevistalogos.com/assets/css/plugins.css)
23:04:22	111384/111384	---M--	200	added ('OK')	application/font-sfnt	etag:%221b318-5d12900037fe2%22	https://thevistalogos.com/assets/webfonts/fa-brands-400.ttf	D:/www.thevistalogos.com/thevistalogos.com/assets/webfonts/fa-brands-400.ttf	(from https://thevistalogos.com/assets/css/plugins.css)
23:04:22	31272/31272	---M--	200	added ('OK')	application/vnd.ms-fontobject	etag:%227a28-5d12900037fe2%22	https://thevistalogos.com/assets/webfonts/fa-regular-400.eot	D:/www.thevistalogos.com/thevistalogos.com/assets/webfonts/fa-regular-400.eot	(from https://thevistalogos.com/assets/css/plugins.css)
23:04:22	31272/31272	---M--	200	added ('OK')	application/vnd.ms-fontobject	etag:%227a28-5d12900037fe2%22	https://thevistalogos.com/assets/webfonts/fa-regular-400.eot?	D:/www.thevistalogos.com/thevistalogos.com/assets/webfonts/fa-regular-400d41d.eot	(from https://thevistalogos.com/assets/css/plugins.css)
23:04:22	12188/12188	---M--	200	added ('OK')	text/html	etag:%222f9c-5d12900037fe2%22	https://thevistalogos.com/assets/webfonts/fa-regular-400.woff2	D:/www.thevistalogos.com/thevistalogos.com/assets/webfonts/fa-regular-400.html	(from https://thevistalogos.com/assets/css/plugins.css)
23:04:23	599834/599834	---M--	200	added ('OK')	image/svg+xml	etag:%229271a-5d12900037042%22	https://thevistalogos.com/assets/webfonts/fa-brands-400.svg	D:/www.thevistalogos.com/thevistalogos.com/assets/webfonts/fa-brands-400.svg	(from https://thevistalogos.com/assets/css/plugins.css)
23:04:23	14724/14724	---M--	200	added ('OK')	application/font-woff	etag:%223984-5d12900037fe2%22	https://thevistalogos.com/assets/webfonts/fa-regular-400.woff	D:/www.thevistalogos.com/thevistalogos.com/assets/webfonts/fa-regular-400.woff	(from https://thevistalogos.com/assets/css/plugins.css)
23:04:23	31044/31044	---M--	200	added ('OK')	application/font-sfnt	etag:%227944-5d12900037fe2%22	https://thevistalogos.com/assets/webfonts/fa-regular-400.ttf	D:/www.thevistalogos.com/thevistalogos.com/assets/webfonts/fa-regular-400.ttf	(from https://thevistalogos.com/assets/css/plugins.css)
23:04:23	104706/104706	---M--	200	added ('OK')	image/svg+xml	etag:%2219902-5d12900037fe2%22	https://thevistalogos.com/assets/webfonts/fa-regular-400.svg	D:/www.thevistalogos.com/thevistalogos.com/assets/webfonts/fa-regular-400.svg	(from https://thevistalogos.com/assets/css/plugins.css)
23:04:23	133140/133140	---M--	200	added ('OK')	application/vnd.ms-fontobject	etag:%2220814-5d12900038f82%22	https://thevistalogos.com/assets/webfonts/fa-solid-900.eot	D:/www.thevistalogos.com/thevistalogos.com/assets/webfonts/fa-solid-900.eot	(from https://thevistalogos.com/assets/css/plugins.css)
23:04:24	133140/133140	---M--	200	added ('OK')	application/vnd.ms-fontobject	etag:%2220814-5d12900038f82%22	https://thevistalogos.com/assets/webfonts/fa-solid-900.eot?	D:/www.thevistalogos.com/thevistalogos.com/assets/webfonts/fa-solid-900d41d.eot	(from https://thevistalogos.com/assets/css/plugins.css)
23:04:24	63836/63836	---M--	200	added ('OK')	application/font-woff	etag:%22f95c-5d12900039f22%22	https://thevistalogos.com/assets/webfonts/fa-solid-900.woff	D:/www.thevistalogos.com/thevistalogos.com/assets/webfonts/fa-solid-900.woff	(from https://thevistalogos.com/assets/css/plugins.css)
23:04:24	50372/50372	---M--	200	added ('OK')	text/html	etag:%22c4c4-5d12900039f22%22	https://thevistalogos.com/assets/webfonts/fa-solid-900.woff2	D:/www.thevistalogos.com/thevistalogos.com/assets/webfonts/fa-solid-900.html	(from https://thevistalogos.com/assets/css/plugins.css)
23:04:24	132920/132920	---M--	200	added ('OK')	application/font-sfnt	etag:%2220738-5d12900039f22%22	https://thevistalogos.com/assets/webfonts/fa-solid-900.ttf	D:/www.thevistalogos.com/thevistalogos.com/assets/webfonts/fa-solid-900.ttf	(from https://thevistalogos.com/assets/css/plugins.css)
23:04:25	6609/6609	---MC-	404	error ('Not%20Found')	text/html	date:Tue,%2021%20May%202024%2018:04:25%20GMT	https://thevistalogos.com/assets/fonts/icofont.eot?v=1.0.0-beta	D:/www.thevistalogos.com/thevistalogos.com/assets/fonts/icofont7858.eot	(from https://thevistalogos.com/assets/css/plugins.css)
23:04:25	488395/488395	---M--	200	added ('OK')	image/svg+xml	etag:%22773cb-5d12900038f82%22	https://thevistalogos.com/assets/webfonts/fa-solid-900.svg	D:/www.thevistalogos.com/thevistalogos.com/assets/webfonts/fa-solid-900.svg	(from https://thevistalogos.com/assets/css/plugins.css)
23:04:25	6609/6609	---MC-	404	error ('Not%20Found')	text/html	date:Tue,%2021%20May%202024%2018:04:25%20GMT	https://thevistalogos.com/assets/fonts/icofont.ttf?v=1.0.0-beta	D:/www.thevistalogos.com/thevistalogos.com/assets/fonts/icofont7858.ttf	(from https://thevistalogos.com/assets/css/plugins.css)
23:04:26	6609/6609	---MC-	404	error ('Not%20Found')	text/html	date:Tue,%2021%20May%202024%2018:04:26%20GMT	https://thevistalogos.com/assets/fonts/icofont.woff?v=1.0.0-beta	D:/www.thevistalogos.com/thevistalogos.com/assets/fonts/icofont7858.woff	(from https://thevistalogos.com/assets/css/plugins.css)
23:04:26	6609/6609	---MC-	404	error ('Not%20Found')	text/html	date:Tue,%2021%20May%202024%2018:04:26%20GMT	https://thevistalogos.com/assets/fonts/icofont.svg?v=1.0.0-beta	D:/www.thevistalogos.com/thevistalogos.com/assets/fonts/icofont7858.svg	(from https://thevistalogos.com/assets/css/plugins.css)
23:04:26	6609/6609	---MC-	404	error ('Not%20Found')	text/html	date:Tue,%2021%20May%202024%2018:04:26%20GMT	https://thevistalogos.com/assets/css/fonts/printify-icon.eot?hce66p	D:/www.thevistalogos.com/thevistalogos.com/assets/css/fonts/printify-icon6092.eot	(from https://thevistalogos.com/assets/css/plugins.css)
23:04:27	6609/6609	---MC-	404	error ('Not%20Found')	text/html	date:Tue,%2021%20May%202024%2018:04:27%20GMT	https://thevistalogos.com/assets/css/fonts/printify-icon.ttf?hce66p	D:/www.thevistalogos.com/thevistalogos.com/assets/css/fonts/printify-icon6092.ttf	(from https://thevistalogos.com/assets/css/plugins.css)
23:04:27	6609/6609	---MC-	404	error ('Not%20Found')	text/html	date:Tue,%2021%20May%202024%2018:04:27%20GMT	https://thevistalogos.com/assets/css/fonts/printify-icon.woff?hce66p	D:/www.thevistalogos.com/thevistalogos.com/assets/css/fonts/printify-icon6092.woff	(from https://thevistalogos.com/assets/css/plugins.css)
23:04:27	6609/6609	---MC-	404	error ('Not%20Found')	text/html	date:Tue,%2021%20May%202024%2018:04:27%20GMT	https://thevistalogos.com/assets/css/fonts/printify-icon.svg?hce66p	D:/www.thevistalogos.com/thevistalogos.com/assets/css/fonts/printify-icon6092.svg	(from https://thevistalogos.com/assets/css/plugins.css)
23:04:28	19397/19397	---M--	200	added ('OK')	image/png	etag:%224bc5-5d128fff6ed02%22	https://thevistalogos.com/assets/img/flags.png	D:/www.thevistalogos.com/thevistalogos.com/assets/img/flags.png	(from https://thevistalogos.com/assets/css/plugins.css)
23:04:28	6609/6609	---MC-	404	error ('Not%20Found')	text/html	date:Tue,%2021%20May%202024%2018:04:28%20GMT	https://thevistalogos.com/assets/img/flags%402x.png	D:/www.thevistalogos.com/thevistalogos.com/assets/img/flags@2x.png	(from https://thevistalogos.com/assets/css/plugins.css)
23:04:28	6609/6609	---MC-	404	error ('Not%20Found')	text/html	date:Tue,%2021%20May%202024%2018:04:28%20GMT	https://thevistalogos.com/assets/images/regional/flags.html	D:/www.thevistalogos.com/thevistalogos.com/assets/images/regional/flags.html	(from https://thevistalogos.com/assets/css/plugins.css)
23:04:29	6609/6609	---MC-	404	error ('Not%20Found')	text/html	date:Tue,%2021%20May%202024%2018:04:29%20GMT	https://thevistalogos.com/assets/images/flag-glows.html	D:/www.thevistalogos.com/thevistalogos.com/assets/images/flag-glows.html	(from https://thevistalogos.com/assets/css/plugins.css)
23:04:29	18405/18405	---M--	200	added ('OK')	image/png	etag:%2247e5-5d128fff6fca2%22	https://thevistalogos.com/assets/img/mega_menu_ic.png	D:/www.thevistalogos.com/thevistalogos.com/assets/img/mega_menu_ic.png	(from https://thevistalogos.com/assets/css/style.css)
23:04:29	8254/8254	---M--	200	added ('OK')	image/jpeg	etag:%22203e-5d128fff6cdc1%22	https://thevistalogos.com/assets/img/cta-bg-1-1.jpg	D:/www.thevistalogos.com/thevistalogos.com/assets/img/cta-bg-1-1.jpg	(from https://thevistalogos.com/assets/css/style.css)
23:04:30	77344/77344	---M--	200	added ('OK')	image/png	etag:%2212e20-5d128fff6cdc1%22	https://thevistalogos.com/assets/img/cta-bg-1-2.png	D:/www.thevistalogos.com/thevistalogos.com/assets/img/cta-bg-1-2.png	(from https://thevistalogos.com/assets/css/style.css)
23:04:30	6609/6609	---MC-	404	error ('Not%20Found')	text/html	date:Tue,%2021%20May%202024%2018:04:30%20GMT	https://thevistalogos.com/assets/img/cta-bg-2-1.jpg	D:/www.thevistalogos.com/thevistalogos.com/assets/img/cta-bg-2-1.jpg	(from https://thevistalogos.com/assets/css/style.css)
23:04:30	85038/85038	---M--	200	added ('OK')	text/html	etag:%2214c2e-5d129000043b9%22	https://thevistalogos.com/assets/img/testi-bg-1-1.webp	D:/www.thevistalogos.com/thevistalogos.com/assets/img/testi-bg-1-1.html	(from https://thevistalogos.com/assets/css/style.css)
23:04:30	69413/69413	---M--	200	added ('OK')	image/jpeg	etag:%2210f25-5d128fff6cdc1%22	https://thevistalogos.com/assets/img/branding-banner-bg.jpg	D:/www.thevistalogos.com/thevistalogos.com/assets/img/branding-banner-bg.jpg	(from https://thevistalogos.com/assets/css/style.css)
